0_60_time,year,manufacturer,model
8.3,2011,MITSUBISHI,MITSUBISHI OUTLANDER SPORT ES
9.8,2011,MITSUBISHI,MITSUBISHI OUTLANDER SPORT SE AWC
9.0,2015,MITSUBISHI,MITSUBISHI OUTLANDER SPORT SE
8.6,2015,MITSUBISHI,MITSUBISHI OUTLANDER SPORT GT AWC
9.5,2017,MITSUBISHI,MITSUBISHI OUTLANDER SPORT LE AWC
8.2,2018,MITSUBISHI,MITSUBISHI OUTLANDER SPORT SEL AWC
8.0,2020,MITSUBISHI,MITSUBISHI OUTLANDER SPORT GT AWC
9.0,2006,MITSUBISHI,MITSUBISHI RAIDER XLS DOUBLE CAB
9.6,2006,MITSUBISHI,MITSUBISHI RAIDER DURO CROSS DOUBLE CAB 4X4
13.5,2007,MITSUBISHI,MITSUBISHI SHOGUN TURBO DIESEL
12.5,2010,MITSUBISHI,MITSUBISHI SHOGUN TURBO DIESEL ELEGANCE
10.7,2012,MITSUBISHI,MITSUBISHI SHOGUN TURBO DIESEL SG4
8.8,1983,MITSUBISHI,MITSUBISHI STARION LS
7.7,1985,MITSUBISHI,MITSUBISHI STARION ESI
8.0,1986,MITSUBISHI,MITSUBISHI STARION ESI-R
8.9,1984,MITSUBISHI,MITSUBISHI TREDIA TURBO
