0_60_time,year,manufacturer,model
6.1,2017,BMW,BMW 530I XDRIVE
6.0,2018,BMW,BMW 530E IPERFORMANCE
6.1,2018,BMW,BMW 530E XDRIVE IPERFORMANCE
5.2,2021,BMW,BMW 530E M-SPORT
7.6,1983,BMW,BMW 533I
7.8,1986,BMW,BMW 535I
6.9,1989,BMW,BMW 535I
8.1,1993,BMW,BMW 535I
5.3,2005,BMW,DMS BMW 535D
5.4,2008,BMW,BMW 535XI
5.3,2008,BMW,BMW 535XI (MANUAL)
5.3,2010,BMW,BMW 535I
6.0,2010,BMW,BMW 535I GRAN TURISMO
5.9,2011,BMW,BMW 535I (MANUAL)
5.7,2011,BMW,BMW 535I XDRIVE
5.5,2011,BMW,BMW 535I
5.5,2011,BMW,BMW 535D M-SPORT
5.5,2012,BMW,BMW 535I
5.5,2014,BMW,BMW 535D
5.2,2014,BMW,BMW 535I XDRIVE
6.8,1994,BMW,BMW 540I
6.2,1995,BMW,BMW 540I
5.7,1996,BMW,BMW 540I SPORT
5.6,1997,BMW,BMW 540I
5.5,1997,BMW,BMW 540I SPORT
5.8,1998,BMW,BMW 540I
5.5,1998,BMW,BMW 540I SPORT
5.8,2000,BMW,BMW 540I SPORT WAGON
5.6,2001,BMW,BMW 540I
5.4,2001,BMW,BMW 540I (MANUAL)
4.6,2017,BMW,BMW 540I XDRIVE
4.8,2017,BMW,BMW 540I
4.6,2021,BMW,BMW 540I M-SPORT XDRIVE
5.5,2004,BMW,BMW 545I (MANUAL)
5.5,2005,BMW,BMW 545I
5.2,2007,BMW,BMW 550I
4.8,2008,BMW,BMW 550I (MANUAL)
5.3,2010,BMW,BMW 550I GRAN TURISMO
4.8,2011,BMW,BMW 550I
4.9,2011,BMW,BMW 550I (MANUAL)
4.3,2017,BMW,BMW 550I XDRIVE
11.0,1977,BMW,BMW 630CSI
8.5,1983,BMW,BMW 633CSI (MANUAL)
7.6,1983,BMW,BMW 633CSI
6.3,1984,BMW,BMW M635CSI
8.1,1985,BMW,BMW 635CSI
7.6,1988,BMW,BMW 635CSI
6.1,2007,BMW,BMW 635D
5.5,2011,BMW,BMW 640I SE CONVERTIBLE
5.2,2012,BMW,BMW 640D M-SPORT GRAN COUPE
5.4,2013,BMW,BMW 640I GRAN COUPE
4.9,2016,BMW,BMW 640I CONVERTIBLE
5.3,2016,BMW,BMW 640I GRAN COUPE
4.7,2018,BMW,BMW 640I GRAN TURISMO XDRIVE M-SPORT
5.7,2004,BMW,BMW 645CI COUPE
5.6,2004,BMW,BMW 645CI CONVERTIBLE
5.5,2004,BMW,BMW 645CI COUPE (MANUAL)
4.9,2006,BMW,BMW 650I
4.9,2007,BMW,BMW 650I
4.7,2012,BMW,BMW 650I COUPE (MANUAL)
4.4,2012,BMW,BMW 650I XDRIVE CONVERTIBLE
4.4,2012,BMW,BMW 650I COUPE
4.6,2012,BMW,BMW 650I CONVERTIBLE
4.6,2013,BMW,BMW 650I GRAN COUPE
4.4,2013,BMW,BMW 650I XDRIVE GRAN COUPE
5.2,2015,BMW,BMW 650D M-SPORT
4.3,2016,BMW,BMW 650I XDRIVE CONVERTIBLE
4.1,2016,BMW,BMW 650I
7.0,2009,BMW,BMW 730D
5.7,2016,BMW,BMW 730D M-SPORT
10.4,1980,BMW,BMW 733I
10.3,1981,BMW,BMW 733I
9.1,1986,BMW,BMW 735I
9.0,1987,BMW,BMW 735I
9.2,1988,BMW,BMW 735I
10.2,1990,BMW,BMW 735I
7.3,1993,BMW,BMW 740I
7.6,1994,BMW,BMW 740IL
8.2,1995,BMW,BMW 740I
7.8,1995,BMW,BMW 740IL
7.6,1996,BMW,BMW 740I
5.8,1999,BMW,BMW 740I SPORT
5.9,2000,BMW,BMW 740I
7.7,2000,BMW,BMW 740IL ARMORED BULLET PROOF CAR
6.6,2001,BMW,BMW 740IL
6.1,2009,BMW,BMW 740D
5.3,2011,BMW,BMW 740I
5.4,2013,BMW,BMW 740LI XDRIVE
6.1,2015,BMW,BMW 740LD XDRIVE
4.8,2016,BMW,BMW 740I
5.1,2017,BMW,BMW 740LE XDRIVE IPERFORMANCE
5.1,2018,BMW,BMW 740E XDRIVE IPERFORMANCE
8.4,1982,BMW,BMW 745I
6.1,2002,BMW,BMW 745I
6.0,2004,BMW,BMW 745I
6.1,2004,BMW,BMW 745LI
4.7,2020,BMW,BMW 745E M-SPORT XDRIVE
6.4,1988,BMW,BMW 750IL
8.0,1991,BMW,BMW 750IL
7.6,1993,BMW,BMW 750IL
7.5,1994,BMW,BMW 750IL
6.3,1995,BMW,BMW 750IL
6.3,1996,BMW,BMW 750IL
7.1,1999,BMW,BMW 750IL
5.4,2006,BMW,BMW 750I
5.6,2007,BMW,BMW 750LI
5.0,2009,BMW,BMW 750I
5.0,2009,BMW,BMW 750LI
5.1,2010,BMW,BMW 750LI XDRIVE
5.2,2011,BMW,BMW 750LI
4.5,2013,BMW,BMW 750LI
4.2,2016,BMW,BMW 750I XDRIVE
4.4,2018,BMW,BMW 750I M-SPORT
4.0,2020,BMW,BMW 750I LUXURY XDRIVE
5.3,2003,BMW,BMW 760LI
4.2,2009,BMW,BMW 760LI
4.1,2010,BMW,BMW 760LI
4.0,2013,BMW,BMW 760LI
7.2,1994,BMW,BMW 840CI
4.7,2020,BMW,BMW 840I GRAN COUPE M-SPORT
6.3,1991,BMW,BMW 850I
6.8,1992,BMW,BMW 850I
5.8,1994,BMW,BMW 850CSI
6.2,1994,BMW,BMW 850I
6.0,1996,BMW,BMW 850CI
3.4,2019,BMW,BMW M850I XDRIVE
3.5,2019,BMW,BMW M850I XDRIVE CONVERTIBLE
3.5,2020,BMW,BMW M850I XDRIVE GRAN COUPE
6.0,2009,BMW,BMW AC SCHNITZER ACS1 SPORT ECO
4.0,2018,BMW,BMW AC SCHNITZER ACS2 SPORT
7.0,2011,BMW,BMW AC SCHNITZER ACS5 2.0D
5.0,2013,BMW,BMW ACTIVEHYBRID 3
5.4,2013,BMW,BMW ACTIVEHYBRID 5
4.6,2009,BMW,BMW ACTIVEHYBRID 7
4.7,2011,BMW,BMW ACTIVEHYBRID 7
5.5,2013,BMW,BMW ACTIVEHYBRID 7 L SE
5.1,1991,BMW,BMW ALPINA B10 BITURBO
4.8,2008,BMW,BMW ALPINA B3 CONVERTIBLE
4.7,2010,BMW,BMW ALPINA B3 S BITURBO CONVERTIBLE
4.2,2013,BMW,BMW ALPINA B3 GT3
4.1,2014,BMW,BMW ALPINA B3 TOURING
4.1,2014,BMW,BMW ALPINA B4 BITURBO COUPE
4.4,2016,BMW,BMW ALPINA B4 BITURBO CONVERTIBLE
4.5,2010,BMW,BMW ALPINA B5 BITURBO
4.6,2011,BMW,BMW ALPINA B5 TOURING WAGON
4.1,2015,BMW,BMW ALPINA B5 EDITION 50
4.3,2006,BMW,BMW ALPINA B6 COUPE
4.0,2013,BMW,BMW ALPINA B6 BITURBO COUPE
3.8,2015,BMW,BMW ALPINA B6 XDRIVE GRAN COUPE
3.3,2017,BMW,BMW ALPINA B6 XDRIVE GRAN COUPE
4.4,2007,BMW,BMW ALPINA B7
4.3,2008,BMW,BMW ALPINA B7
4.3,2011,BMW,BMW ALPINA B7 XDRIVE
4.3,2011,BMW,BMW ALPINA B7
4.0,2013,BMW,BMW ALPINA B7 LONG-WHEELBASE
4.1,2013,BMW,BMW ALPINA B7
3.8,2013,BMW,BMW ALPINA B7 XDRIVE LONG-WHEELBASE
3.4,2017,BMW,BMW ALPINA B7 XDRIVE
3.2,2020,BMW,BMW ALPINA B7 XDRIVE
4.5,2015,BMW,BMW ALPINA D4 BITURBO CONVERTIBLE
3.8,2021,BMW,BMW ALPINA XB7
4.7,2013,BMW,BMW ALPINA XD3 BITURBO
4.7,2015,BMW,BMW ALPINA XD3 BITURBO
4.7,2019,BMW,BMW ALPINA XD3
6.4,2014,BMW,BMW I3 (22 KWH)
7.6,2015,BMW,BMW I3 (22 KWH W/RANGE EXTENDER)
6.6,2017,BMW,BMW I3 (33 KWH)
7.1,2017,BMW,BMW I3 (33 KWH W/RANGE EXTENDER)
6.3,2018,BMW,BMW I3 (33 KWH)
6.8,2019,BMW,BMW I3 (33 KWH W/RANGE EXTENDER)
3.3,2022,BMW,BMW I4 M50 M PERFORMANCE GRAN COUPE
9.3,2014,BMW,BMW I8 (EV MODE)
3.7,2015,BMW,BMW I8
4.1,2019,BMW,BMW I8 ROADSTER
3.5,1980,BMW,BMW M1 IMSA RACE CAR
5.8,1980,BMW,BMW M1
5.4,1981,BMW,BMW M1
4.7,2012,BMW,BMW M135I
4.6,2015,BMW,BMW M135I
4.3,2017,BMW,BMW M140I
4.2,2016,BMW,BMW M2 (MANUAL)
4.0,2016,BMW,BMW M2
4.0,2019,BMW,BMW M2 COMPETITION
3.9,2019,BMW,BMW M2 COMPETITION (MANUAL)
3.8,2020,BMW,BMW M2 CS
4.4,2014,BMW,BMW M235I
4.5,2015,BMW,BMW M235 XDRIVE
4.7,2015,BMW,BMW M235I (MANUAL)
4.8,2016,BMW,BMW M235I CONVERTIBLE
4.4,2020,BMW,BMW M235 XDRIVE GRAN COUPE
4.3,2017,BMW,BMW M240I COUPE
4.1,2017,BMW,BMW M240I XDRIVE COUPE
4.4,2017,BMW,BMW M240I CONVERTIBLE
4.3,2017,BMW,BMW M240I COUPE (MANUAL)
3.6,2022,BMW,BMW M240I XDRIVE COUPE
7.0,1987,BMW,BMW M3 COUPE
7.0,1988,BMW,BMW M3 COUPE
6.2,1990,BMW,BMW M3 SPORT EVOLUTION
5.7,1992,BMW,BMW M3 COUPE
5.6,1995,BMW,BMW M3 COUPE (MANUAL)
5.5,1995,BMW,BMW M3 LIGHTWEIGHT COUPE
6.5,1996,BMW,BMW M3 COUPE
5.5,1996,BMW,MOMO/EIBACH BMW M3 COUPE
5.4,1997,BMW,BMW M3 SEDAN
4.7,1997,BMW,DINAN BMW M3 SEDAN
5.9,1998,BMW,BMW M3 CONVERTIBLE
5.4,1998,BMW,BMW M3 SEDAN
5.6,1999,BMW,BMW M3 COUPE (MANUAL)
5.0,2001,BMW,BMW M3 CONVERTIBLE
4.6,2001,BMW,BMW M3 COUPE (MANUAL)
4.6,2002,BMW,BMW M3 COUPE (MANUAL)
5.0,2002,BMW,BMW M3 CONVERTIBLE
4.9,2002,BMW,ACTIVE AUTOWERKE BMW M3 COUPE
4.9,2002,BMW,BMW M3 COUPE
3.4,2003,BMW,BMW M3 GTR COUPE (RACE CAR)
4.6,2003,BMW,DINAN BMW M3 S2 COUPE
4.6,2004,BMW,BMW M3 COMPETITION COUPE
4.6,2005,BMW,BMW M3 COUPE (MANUAL)
4.4,2006,BMW,DINAN BMW M3 S3-R COUPE
4.1,2008,BMW,BMW M3 COUPE
4.2,2008,BMW,BMW M3 COUPE (MANUAL)
4.6,2008,BMW,BMW M3 CONVERTIBLE
4.2,2008,BMW,BMW M3 SEDAN (MANUAL)
4.1,2009,BMW,BMW M3 COUPE
4.2,2009,BMW,BMW M3 SEDAN
4.2,2010,BMW,DINAN BMW M3 S3-R COUPE
3.1,2010,BMW,BMW M3 GT COUPE (RACE CAR)
4.0,2011,BMW,BMW M3 COUPE
3.9,2011,BMW,BMW M3 COMPETITION COUPE
3.6,2011,BMW,BMW M3 GTS COUPE
4.2,2012,BMW,BMW M3 COUPE (MANUAL)
4.0,2015,BMW,BMW M3 SEDAN (MANUAL)
3.8,2015,BMW,BMW M3 SEDAN
4.0,2016,BMW,BMW M3 SEDAN (MANUAL)
4.0,2017,BMW,BMW M3 COMPETITION SEDAN
3.8,2017,BMW,BMW M3 COMPETITION M PERFORMANCE SEDAN
3.5,2021,BMW,BMW M3 COMPETITION SEDAN
3.0,2022,BMW,BMW M3 COMPETITION XDRIVE SEDAN
4.1,2015,BMW,BMW M4 CONVERTIBLE (MANUAL)
4.0,2015,BMW,BMW M4 (MANUAL)
3.8,2015,BMW,DINAN BMW M4 S1
3.8,2015,BMW,BMW M4
4.0,2015,BMW,BMW M4 CONVERTIBLE
3.6,2016,BMW,BMW M4 GTS
3.8,2017,BMW,BMW M4 COMPETITION
3.7,2019,BMW,BMW M4 CS
3.8,2021,BMW,BMW M4
3.9,2021,BMW,BMW M440I XDRIVE COUPE
7.3,1985,BMW,BMW M5
6.2,1988,BMW,BMW M5
5.9,1991,BMW,BMW M5
5.7,1994,BMW,BMW M5
4.6,2000,BMW,BMW M5
4.6,2001,BMW,BMW M5
4.1,2002,BMW,DINAN BMW M5 S2
4.6,2002,BMW,BMW M5
4.4,2004,BMW,RMS BMW M5 SUPERFAST
4.1,2006,BMW,BMW M5 (EUROPE SPEC)
4.3,2006,BMW,BMW M5
4.6,2007,BMW,BMW M5 TOURING WAGON
4.3,2009,BMW,BMW M5 (MANUAL)
4.1,2013,BMW,BMW M5 (MANUAL)
3.7,2013,BMW,BMW M5
3.6,2014,BMW,BMW M5 COMPETITION
2.9,2018,BMW,BMW M5
2.8,2019,BMW,BMW M5 COMPETITION
2.8,2021,BMW,BMW M5 COMPETITION
2.6,2022,BMW,BMW M5 CS
4.5,2012,BMW,BMW M550D XDRIVE
4.8,2013,BMW,BMW M 550D XDRIVE
3.8,2018,BMW,BMW M550I XDRIVE
3.5,2021,BMW,BMW M550I XDRIVE M PERFORMANCE
6.9,1988,BMW,BMW M6 COUPE
4.1,2006,BMW,BMW M6 COUPE
4.5,2007,BMW,BMW M6 CONVERTIBLE
3.8,2008,BMW,DINAN BMW M6 S3
4.4,2010,BMW,BMW M6 COUPE
4.5,2010,BMW,BMW M6 CONVERTIBLE
3.9,2013,BMW,BMW M6 CONVERTIBLE
3.9,2013,BMW,BMW M6 COUPE
3.9,2014,BMW,BMW M6 GRAN COUPE (MANUAL)
3.6,2014,BMW,BMW M6 GRAN COUPE
3.5,2016,BMW,BMW M6 COUPE COMPETITION
4.0,2017,BMW,BMW M6 GRAN COUPE COMPETITION
3.4,2017,BMW,BMW M760I XDRIVE
3.5,2018,BMW,BMW M760LI XDRIVE
2.9,2020,BMW,BMW M8 COUPE COMPETITION
8.3,2009,BMW,BMW X1 XDRIVE20D
6.6,2012,BMW,BMW X1 XDRIVE25D
6.1,2013,BMW,BMW X1 XDRIVE28I
5.2,2013,BMW,BMW X1 XDRIVE35I
5.2,2014,BMW,BMW X1 XDRIVE35I
6.4,2015,BMW,BMW X1 XDRIVE25D
6.4,2016,BMW,BMW X1 XDRIVE28I
6.5,2016,BMW,BMW X1 XDRIVE20I
5.7,2020,BMW,BMW X1 XDRIVE28I XLINE
6.3,2018,BMW,BMW X2 XDRIVE28I
6.3,2019,BMW,BMW X2 M35I
7.4,2004,BMW,BMW X3 3.0I (MANUAL)
7.7,2004,BMW,BMW X3 3.0I
9.8,2005,BMW,BMW X3 2.5I
7.0,2007,BMW,BMW X3 3.0SI
6.9,2008,BMW,BMW X3 3.0SI (MANUAL)
8.9,2008,BMW,BMW X3 2.0D
7.1,2009,BMW,BMW X3 XDRIVE30I
6.8,2010,BMW,BMW X3 XDRIVE30I (MANUAL)
