0_60_time,year,manufacturer,model
12.8,1976,CADILLAC,CADILLAC SEVILLE
16.8,1977,CADILLAC,CADILLAC SEVILLE DIESEL
13.6,1977,CADILLAC,CADILLAC SEVILLE
10.5,1980,CADILLAC,CADILLAC SEVILLE ELEGANTE
19.7,1980,CADILLAC,CADILLAC SEVILLE ELEGANTE DIESEL
11.7,1986,CADILLAC,CADILLAC SEVILLE ELEGANTE
8.9,1989,CADILLAC,CADILLAC SEVILLE STS
8.5,1991,CADILLAC,CADILLAC SEVILLE STS
8.3,1992,CADILLAC,CADILLAC SEVILLE STS
7.1,1993,CADILLAC,CADILLAC SEVILLE STS
6.5,1995,CADILLAC,CADILLAC SEVILLE STS
6.4,1996,CADILLAC,CADILLAC SEVILLE STS
6.7,1998,CADILLAC,CADILLAC SEVILLE STS
6.7,1999,CADILLAC,CADILLAC SEVILLE STS
6.4,2001,CADILLAC,CADILLAC SEVILLE STS
6.5,2004,CADILLAC,CADILLAC SRX V8 AWD
6.6,2004,CADILLAC,CADILLAC SRX V8
7.7,2005,CADILLAC,CADILLAC SRX V6 AWD
6.4,2007,CADILLAC,CADILLAC SRX V8 AWD
7.4,2010,CADILLAC,CADILLAC SRX 2.8T AWD
8.5,2011,CADILLAC,CADILLAC SRX 3.0 AWD
7.2,2012,CADILLAC,CADILLAC SRX 3.6 PREMIUM AWD
6.7,2012,CADILLAC,CADILLAC SRX 3.6 PREMIUM
6.8,2005,CADILLAC,CADILLAC STS V6
6.0,2005,CADILLAC,CADILLAC STS V8
4.7,2006,CADILLAC,CADILLAC STS-V
6.3,2008,CADILLAC,CADILLAC STS V6
5.9,2004,CADILLAC,CADILLAC XLR
4.4,2006,CADILLAC,CADILLAC XLR-V
4.3,2007,CADILLAC,CADILLAC XLR-V
4.2,2008,CADILLAC,D3 CADILLAC XLR-V
4.6,2009,CADILLAC,CADILLAC XLR-V
7.5,2019,CADILLAC,CADILLAC XT4 SPORT AWD
6.3,2017,CADILLAC,CADILLAC XT5 LUXURY 3.6
6.5,2017,CADILLAC,CADILLAC XT5 PLATINUM AWD
6.1,2020,CADILLAC,CADILLAC XT5 SPORT AWD
6.6,2020,CADILLAC,CADILLAC XT6 SPORT AWD
6.7,2013,CADILLAC,CADILLAC XTS
7.0,2013,CADILLAC,CADILLAC XTS PLATINUM AWD
5.1,2014,CADILLAC,CADILLAC XTS VSPORT AWD
5.2,2014,CADILLAC,CADILLAC XTS VSPORT AWD
5.2,2018,CADILLAC,CADILLAC XTS VSPORT AWD
